id_cliente,nombre,email,ciudad,fecha_registro
51,  Cliente 51,cliente51@mail.com,chiclayo  ,N/A
52,Cliente 52,cliente52@mail.com,tacna,23/01/2020
53,CLIENTE 53,cliente53@mail.com,Cusco,03-22-2022
54,cliente 54,cliente54@mail.com,Trujillo,09-02-2019
55,  Cliente 55  ,cliente55@mail.com,  Chiclayo  ,09-12-2023
56,CLIENTE 56,cliente56@mail.com,trujillo  ,N/A
57,  cliente 57,cliente57@mail.com,Iquitos,2024/05/07 02:46:50
58,cliente 58,cliente58@mail.com,Lima,2024/04/05 16:10:31
59,CLIENTE 59,cliente59@mail.com,Cusco,2022-01-28
60,  Cliente 60  ,cliente60@mail.com,PIURA,2023/11/29 18:29:47
61,Cliente 61  ,cliente61@mail.com,Cusco  ,N/A
62,cliente 62  ,cliente62@mail.com,chiclayo,12-29-2024
63,cliente 63  ,cliente63@mail.com,Piura  ,2019/08/05 02:24:29
64,  cliente 64  ,cliente64@mail.com,  LIMA,23/05/2019
65,  Cliente 65,cliente65@mail.com,  Chiclayo,16/08/2024
66,cliente 66,cliente66@mail.com,  arequipa,12-09-2020
67,  cliente 67  ,cliente67@mail.com,Trujillo,2021/06/18 02:19:48
68,CLIENTE 68  ,cliente68@mail.com,Lima,N/A
69,CLIENTE 69,cliente69@mail.com,  Trujillo,N/A
70,  cliente 70,cliente70@mail.com,  tacna,2019/11/10 19:12:45
71,CLIENTE 71  ,cliente71@mail.com,AREQUIPA  ,2022-03-27
72,cliente 72  ,cliente72@mail.com,  Arequipa  ,2021-05-13
73,  Cliente 73,cliente73@mail.com,  lima,09/11/2022
74,Cliente 74,cliente74@mail.com,,05-29-2024
75,cliente 75,cliente75@mail.com,  Piura,07/02/2022
76,CLIENTE 76  ,cliente76@mail.com,  arequipa  ,05-20-2020
77,Cliente 77  ,cliente77@mail.com,  Trujillo,02-24-2022
78,CLIENTE 78  ,cliente78@mail.com,TRUJILLO,01-08-2022
79,cliente 79  ,cliente79@mail.com,CHICLAYO,10-12-2020
80,CLIENTE 80  ,cliente80@mail.com,  TRUJILLO  ,N/A
81,Cliente 81,,  chiclayo,2021/04/09 11:18:32
82,  Cliente 82,cliente82@mail.com,TRUJILLO,12-20-2024
83,  Cliente 83,cliente83@mail.com,Piura  ,2024/10/24 17:00:29
84,  cliente 84,cliente84@mail.com,,07-06-2024
85,  Cliente 85  ,cliente85@mail.com,Chiclayo,N/A
86,CLIENTE 86,cliente86@mail.com,Cusco,N/A
87,  cliente 87,cliente87@mail.com,  Tacna,2024/05/26 19:24:46
88,cliente 88,cliente88@mail.com,Lima,2020/06/15 17:01:20
89,cliente 89,cliente89@mail.com,  Trujillo  ,18/07/2023
90,  Cliente 90,cliente90@mail.com,Arequipa,30/01/2021
91,Cliente 91,cliente91@mail.com,Iquitos,2020-05-22
92,Cliente 92  ,cliente92@mail.com,Trujillo  ,07/12/2022
93,CLIENTE 93,cliente93@mail.com,arequipa,24/03/2022
94,  CLIENTE 94  ,cliente94@mail.com,  tacna,04-18-2021
95,CLIENTE 95,cliente94mail.com,  tacna  ,2024-06-11
96,  Cliente 96,cliente96@mail.com,TACNA,08/11/2024
97,Cliente 97  ,cliente96mail.com,Arequipa,27/09/2023
98,cliente 98  ,cliente97mail.com,TRUJILLO,2020/11/13 07:41:38
99,  CLIENTE 99  ,cliente99@mail.com,Tacna,2024-10-28
100,Cliente 100,cliente100@mail.com,  piura  ,2021-10-04
101,cliente 101,cliente101@mail.com,  Chiclayo,2019-06-23
102,cliente 102,cliente102@mail.com,Arequipa  ,2020/12/12 15:03:43
103,  cliente 103  ,cliente103@mail.com,  arequipa  ,N/A
104,CLIENTE 104,cliente104@mail.com,  Trujillo,2021-09-07
105,  cliente 105  ,cliente105@mail.com,arequipa  ,2022-05-31
106,  Cliente 106  ,cliente106@mail.com,  Arequipa,2021/04/11 20:12:25
107,CLIENTE 107,cliente107@mail.com,tacna  ,N/A
108,CLIENTE 108,cliente107mail.com,Trujillo,2020-10-17
109,Cliente 109,cliente109@mail.com,  TACNA,2023-10-29
110,  cliente 110  ,cliente110@mail.com,chiclayo,09-04-2021
111,  Cliente 111,cliente111@mail.com,Iquitos,N/A
112,cliente 112  ,cliente112@mail.com,  Chiclayo  ,29/07/2024
113,  CLIENTE 113,cliente113@mail.com,Iquitos,2023-04-01
114,CLIENTE 114,cliente114@mail.com,TACNA,2022/05/14 04:27:09
115,CLIENTE 115,cliente115@mail.com,chiclayo,06-20-2024
116,CLIENTE 116,cliente116@mail.com,Trujillo  ,26/11/2022
117,CLIENTE 117,cliente117@mail.com,  lima,19/03/2020
118,  CLIENTE 118  ,cliente118@mail.com,  tacna  ,04-02-2021
119,cliente 119  ,cliente119@mail.com,  Iquitos  ,2020/03/09 19:35:29
120,  Cliente 120  ,cliente120@mail.com,PIURA,05/02/2021
121,  Cliente 121,cliente121@mail.com,IQUITOS  ,11/10/2023
122,CLIENTE 122,cliente122@mail.com,Piura,N/A
123,  CLIENTE 123  ,cliente123@mail.com,Arequipa  ,27/03/2021
124,  CLIENTE 124  ,,chiclayo  ,2023-12-22
125,  Cliente 125  ,cliente125@mail.com,PIURA  ,2022-08-24
126,Cliente 126,cliente126@mail.com,IQUITOS  ,12-18-2023
127,  Cliente 127  ,cliente127@mail.com,Arequipa  ,05-25-2022
128,Cliente 128,cliente128@mail.com,lima,2022/01/29 16:24:41
129,  cliente 129  ,cliente129@mail.com,  Trujillo  ,2020/11/12 09:44:27
130,CLIENTE 130,cliente130@mail.com,Trujillo  ,N/A
131,  Cliente 131  ,cliente131@mail.com,trujillo,05-03-2023
132,Cliente 132,cliente132@mail.com,PIURA,N/A
133,  Cliente 133,cliente133@mail.com,  lima,2019/10/10 10:41:49
134,Cliente 134,cliente134@mail.com,  Piura,27/05/2019
135,Cliente 135  ,cliente135@mail.com,Chiclayo  ,N/A
136,  cliente 136,cliente136@mail.com,piura,19/04/2020
137,Cliente 137,cliente137@mail.com,  Lima,N/A
138,Cliente 138,cliente138@mail.com,  lima  ,N/A
139,CLIENTE 139,cliente139@mail.com,Chiclayo,2024/10/15 04:21:25
140,  Cliente 140  ,cliente140@mail.com,  LIMA,N/A
141,cliente 141,cliente141@mail.com,IQUITOS,2024/01/27 23:28:51
142,  cliente 142,cliente142@mail.com,lima  ,N/A
143,  Cliente 143,cliente143@mail.com,Trujillo,N/A
144,,cliente144@mail.com,  Iquitos,03-31-2022
145,  Cliente 145  ,cliente145@mail.com,  Iquitos,01-26-2024
146,,cliente146@mail.com,  Chiclayo  ,2022/12/25 04:19:44
147,  cliente 147  ,cliente147@mail.com,  cusco,N/A
148,CLIENTE 148  ,cliente148@mail.com,  CUSCO  ,20/02/2021
149,  CLIENTE 149,cliente149@mail.com,  LIMA,2023-09-15
150,  Cliente 150,cliente150@mail.com,  Iquitos,2019/02/05 16:05:13
151,CLIENTE 151  ,cliente151@mail.com,  cusco  ,10-14-2024
152,cliente 152,cliente152@mail.com,cusco,12-22-2019
153,  Cliente 153  ,cliente153@mail.com,  Lima  ,2024/10/19 00:00:33
154,  Cliente 154,cliente154@mail.com,  CUSCO,07-27-2023
155,  CLIENTE 155,cliente155@mail.com,PIURA,08/04/2021
156,  Cliente 156,cliente156@mail.com,arequipa,06-14-2024
157,CLIENTE 157,cliente157@mail.com,  Chiclayo  ,2021-11-22
158,Cliente 158,cliente158@mail.com,Arequipa  ,2019-12-13
159,  Cliente 159  ,cliente159@mail.com,  lima,N/A
160,cliente 160,cliente160@mail.com,TRUJILLO,12/09/2022
161,Cliente 161  ,cliente161@mail.com,  CHICLAYO  ,05-06-2020
162,cliente 162  ,cliente162@mail.com,Lima  ,11-10-2022
163,  CLIENTE 163  ,cliente163@mail.com,Iquitos,2019/01/11 01:59:17
164,  Cliente 164,cliente164@mail.com,  Trujillo,N/A
165,  cliente 165  ,cliente165@mail.com,  Arequipa,2023-04-05
166,  Cliente 166,cliente166@mail.com,LIMA,2020/07/09 01:14:59
167,  CLIENTE 167,cliente167@mail.com,iquitos,2023/04/27 07:29:21
168,  Cliente 168  ,cliente168@mail.com,  Chiclayo,11-27-2019
169,  cliente 169  ,cliente169@mail.com,chiclayo  ,2024-04-26
170,  cliente 170  ,,  Tacna  ,2021/07/16 05:39:22
171,Cliente 171,cliente171@mail.com,Iquitos  ,06-08-2024
172,cliente 172,cliente172@mail.com,  Piura  ,N/A
173,cliente 173,cliente173@mail.com,  cusco,07/03/2024
174,Cliente 174  ,cliente173mail.com,Trujillo,2020-09-09
175,cliente 175,   TEST@MAIL.COM  ,  Iquitos,N/A
176,CLIENTE 176,cliente176@mail.com,Tacna,03-07-2022
177,  Cliente 177  ,cliente177@mail.com,Cusco,16/05/2020
178,Cliente 178  ,cliente178@mail.com,cusco,2023/08/03 19:00:54
179,cliente 179,cliente179@mail.com,lima,N/A
180,cliente 180,cliente180@mail.com,  CUSCO,2019/01/02 18:38:37
181,  cliente 181,cliente181@mail.com,Piura,2024/02/04 20:32:43
182,cliente 182,cliente182@mail.com,Chiclayo,04/10/2021
183,  Cliente 183,cliente183@mail.com,  Tacna,27/02/2023
184,Cliente 184,cliente184@mail.com,  Cusco  ,2019/03/02 12:17:28
185,CLIENTE 185,cliente185@mail.com,Lima,2019/12/14 13:27:43
186,  CLIENTE 186,cliente186@mail.com,  PIURA,01/02/2022
187,  cliente 187  ,cliente187@mail.com,Arequipa  ,08-13-2021
188,Cliente 188,cliente188@mail.com,  Chiclayo  ,2021-01-13
189,  cliente 189,cliente189@mail.com,CHICLAYO,2019/06/29 23:12:49
190,Cliente 190  ,cliente190@mail.com,Tacna,18/01/2021
191,Cliente 191  ,cliente191@mail.com,Chiclayo  ,N/A
192,cliente 192,cliente192@mail.com,Cusco,N/A
193,CLIENTE 193,cliente193@mail.com,Lima,09-24-2019
194,  cliente 194  ,cliente194@mail.com,Chiclayo,02-18-2023
195,  Cliente 195,cliente195@mail.com,Chiclayo  ,N/A
196,  Cliente 196,cliente196@mail.com,Arequipa  ,07-14-2023
197,CLIENTE 197,cliente197@mail.com,arequipa  ,2020/01/26 17:23:01
198,cliente 198,cliente198@mail.com,  trujillo  ,03/02/2020
199,Cliente 199  ,cliente199@mail.com,  PIURA  ,2024-08-11
200,  CLIENTE 200  ,cliente200@mail.com,Cusco  ,16/01/2023
201,  CLIENTE 201,cliente201@mail.com,chiclayo,05/09/2023
202,cliente 202  ,cliente202@mail.com,Iquitos  ,05-28-2020
203,  cliente 203,cliente203@mail.com,,2021-04-03
204,  Cliente 204,cliente204@mail.com,Lima,2023/06/28 10:12:32
205,cliente 205  ,cliente205@mail.com,trujillo,N/A
206,CLIENTE 206,cliente206@mail.com,piura,2022/08/07 15:27:05
207,  Cliente 207  ,cliente207@mail.com,  IQUITOS,10-20-2020
208,Cliente 208,cliente208@mail.com,TRUJILLO,N/A
209,cliente 209  ,cliente209@mail.com,tacna,2024/11/13 08:15:33
210,cliente 210,cliente210@mail.com,  piura,16/09/2020
211,cliente 211,cliente211@mail.com,Chiclayo,08-26-2021
212,  cliente 212  ,cliente212@mail.com,  chiclayo  ,2022-05-24
213,Cliente 213  ,cliente213@mail.com,Piura,17/09/2024
214,  Cliente 214  ,cliente214@mail.com,CHICLAYO  ,2024-07-12
215,Cliente 215,cliente215@mail.com,CUSCO  ,N/A
216,Cliente 216  ,cliente216@mail.com,,2022-09-23
217,CLIENTE 217,cliente217@mail.com,  Trujillo  ,28/05/2023
218,CLIENTE 218  ,cliente218@mail.com,,2022-11-03
219,  cliente 219,cliente219@mail.com,Iquitos,01-11-2020
220,,cliente220@mail.com,  CHICLAYO  ,02-09-2021
221,CLIENTE 221,cliente221@mail.com,  cusco,29/11/2020
222,  Cliente 222  ,cliente222@mail.com,  CUSCO,2019/07/18 22:07:01
223,  CLIENTE 223,cliente223@mail.com,Tacna  ,2021-11-16
224,  cliente 224,cliente224@mail.com,Trujillo,07/03/2019
225,Cliente 225  ,cliente225@mail.com,  AREQUIPA,2024-01-02
226,Cliente 226  ,cliente226@mail.com,  Arequipa,17/09/2023
227,  Cliente 227,cliente227@mail.com,piura,2020-12-15
228,Cliente 228,cliente228@mail.com,  TACNA  ,2024/01/03 05:16:31
229,  Cliente 229  ,cliente229@mail.com,LIMA,15/11/2020
230,cliente 230  ,cliente230@mail.com,  Piura  ,01-23-2019
231,Cliente 231,cliente231@mail.com,tacna  ,2019/08/09 13:37:41
232,  CLIENTE 232,cliente232@mail.com,TRUJILLO,05-14-2024
233,cliente 233  ,cliente233@mail.com,TRUJILLO,2019/07/02 21:56:46
234,CLIENTE 234  ,cliente234@mail.com,Trujillo  ,12-12-2020
235,cliente 235  ,cliente235@mail.com,Trujillo,2019/07/29 09:43:56
236,  Cliente 236,cliente236@mail.com,TRUJILLO  ,2019-04-08
237,Cliente 237,cliente237@mail.com,  tacna,10-23-2021
238,  CLIENTE 238,cliente238@mail.com,  tacna,2019-08-09
239,CLIENTE 239  ,cliente239@mail.com,Cusco,17/05/2023
240,Cliente 240,cliente240@mail.com,  iquitos,2021-01-09
241,Cliente 241,cliente241@mail.com,Arequipa,05-15-2021
242,  Cliente 242,cliente242@mail.com,  CHICLAYO  ,2024/09/09 10:35:54
243,  Cliente 243,cliente243@mail.com,  TRUJILLO  ,2023-02-17
244,  CLIENTE 244,cliente244@mail.com,  Lima,N/A
245,  Cliente 245,cliente245@mail.com,Chiclayo  ,2023/08/03 08:11:47
246,Cliente 246  ,cliente246@mail.com,  Tacna,16/02/2020
247,  CLIENTE 247  ,cliente247@mail.com,  LIMA  ,10/11/2023
248,Cliente 248,cliente248@mail.com,lima,11-26-2023
249,  cliente 249,cliente249@mail.com,  lima  ,2023/01/08 12:54:23
250,  Cliente 250  ,cliente250@mail.com,  Cusco  ,2021-01-24
251,Cliente 251  ,cliente251@mail.com,tacna,2023-01-09
252,CLIENTE 252  ,   TEST@MAIL.COM  ,LIMA  ,18/06/2022
253,cliente 253,cliente253@mail.com,Trujillo,2020/08/14 13:59:33
254,cliente 254  ,cliente254@mail.com,Piura,2019/10/21 01:26:29
255,  Cliente 255,cliente255@mail.com,Lima  ,29/10/2019
256,  Cliente 256,cliente256@mail.com,cusco  ,2024-08-09
257,  Cliente 257  ,cliente257@mail.com,  CHICLAYO,01/09/2022
258,CLIENTE 258,cliente258@mail.com,  TACNA,2022/01/05 18:20:29
259,  Cliente 259,cliente259@mail.com,  Iquitos  ,2022-08-09
260,CLIENTE 260,cliente259mail.com,Cusco  ,N/A
261,Cliente 261  ,cliente261@mail.com,lima  ,21/12/2022
262,Cliente 262,cliente262@mail.com,TACNA,2019/06/18 07:17:46
263,  Cliente 263  ,cliente263@mail.com,  PIURA  ,2024/09/23 01:41:58
264,Cliente 264  ,cliente264@mail.com,lima  ,07-23-2024
265,  cliente 265,cliente265@mail.com,CUSCO  ,06-30-2024
266,Cliente 266,cliente266@mail.com,  Arequipa  ,02/11/2019
267,cliente 267  ,cliente267@mail.com,  TRUJILLO,2019-07-08
268,  CLIENTE 268,cliente268@mail.com,iquitos,N/A
269,cliente 269  ,cliente269@mail.com,CHICLAYO,N/A
270,  Cliente 270,cliente270@mail.com,  cusco,2019-12-06
271,  Cliente 271,cliente271@mail.com,TACNA,02-11-2021
272,cliente 272,cliente272@mail.com,  IQUITOS  ,2020/08/18 05:59:28
273,  Cliente 273,cliente273@mail.com,Iquitos  ,08-13-2020
274,CLIENTE 274  ,cliente274@mail.com,iquitos,25/07/2023
275,  Cliente 275,cliente275@mail.com,  Lima,10-25-2022
276,Cliente 276,cliente276@mail.com,  Trujillo,2020-03-11
277,  cliente 277  ,cliente277@mail.com,LIMA  ,03/08/2022
278,CLIENTE 278  ,cliente278@mail.com,Tacna  ,2020-07-24
279,Cliente 279  ,cliente279@mail.com,lima,15/05/2021
280,cliente 280  ,cliente280@mail.com,  arequipa,2022/12/08 08:02:57
281,  Cliente 281,cliente281@mail.com,TRUJILLO  ,02-15-2021
282,cliente 282,cliente282@mail.com,TRUJILLO,2019-08-23
283,cliente 283,cliente283@mail.com,  TACNA  ,08/10/2022
284,cliente 284  ,cliente284@mail.com,  Chiclayo  ,09-06-2023
285,Cliente 285  ,cliente285@mail.com,AREQUIPA,N/A
286,  CLIENTE 286,cliente286@mail.com,  CUSCO,2019-06-07
287,CLIENTE 287,cliente287@mail.com,lima,2024/07/19 03:26:51
288,Cliente 288,cliente288@mail.com,PIURA,07/08/2023
289,CLIENTE 289  ,cliente289@mail.com,  Lima,2019-02-15
290,Cliente 290,cliente290@mail.com,IQUITOS  ,2019-10-17
291,Cliente 291,cliente291@mail.com,  LIMA,N/A
292,  CLIENTE 292  ,cliente292@mail.com,CUSCO,2020/05/31 17:03:18
293,  Cliente 293,cliente293@mail.com,  lima,N/A
294,CLIENTE 294,cliente294@mail.com,  arequipa,17/02/2023
295,Cliente 295  ,cliente295@mail.com,arequipa,02-04-2023
296,cliente 296,   TEST@MAIL.COM  ,  trujillo,2020-10-26
297,  Cliente 297,cliente297@mail.com,Tacna  ,30/05/2022
298,CLIENTE 298,cliente298@mail.com,  chiclayo  ,02/07/2019
299,CLIENTE 299,cliente299@mail.com,Piura,2020/05/26 12:14:00
300,CLIENTE 300,cliente300@mail.com,iquitos,2022-03-23
301,cliente 301,cliente301@mail.com,Lima  ,N/A
302,Cliente 302,cliente302@mail.com,Lima  ,04-27-2022
303,  cliente 303,cliente303@mail.com,Cusco,2021-04-03
304,  Cliente 304,cliente303mail.com,tacna  ,2022-11-14
305,  CLIENTE 305,,  Arequipa,06-05-2021
306,CLIENTE 306,cliente306@mail.com,  piura  ,07/08/2022
307,cliente 307  ,cliente307@mail.com,trujillo  ,N/A
308,CLIENTE 308,cliente308@mail.com,  AREQUIPA  ,2023-09-23
309,  CLIENTE 309  ,cliente309@mail.com,iquitos  ,18/08/2024
310,cliente 310,cliente310@mail.com,Tacna,2023/02/21 00:51:03
311,  CLIENTE 311  ,cliente311@mail.com,  iquitos  ,25/04/2020
312,  CLIENTE 312  ,cliente311mail.com,Chiclayo  ,08-12-2020
313,cliente 313,cliente313@mail.com,  Trujillo,N/A
314,CLIENTE 314  ,cliente314@mail.com,  chiclayo  ,11-07-2020
315,Cliente 315,cliente315@mail.com,Cusco,2019/07/01 16:49:49
316,CLIENTE 316,cliente315mail.com,Iquitos  ,05/12/2023
317,Cliente 317,cliente317@mail.com,Cusco  ,2023-08-12
318,CLIENTE 318  ,cliente318@mail.com,  Lima,2019/07/09 09:19:32
319,  cliente 319,cliente319@mail.com,  Chiclayo,09-01-2021
320,cliente 320  ,cliente320@mail.com,Tacna,27/06/2019
321,  Cliente 321,cliente321@mail.com,  Iquitos,06-05-2019
322,  cliente 322,   TEST@MAIL.COM  ,  Piura,2023-12-20
323,  Cliente 323,cliente323@mail.com,  Trujillo  ,2023/01/21 07:55:42
324,Cliente 324,cliente324@mail.com,AREQUIPA,2023/04/12 07:14:30
325,  Cliente 325  ,cliente325@mail.com,  TACNA,N/A
326,  Cliente 326,cliente326@mail.com,TACNA,05-04-2020
327,  Cliente 327,cliente327@mail.com,Cusco,N/A
328,  CLIENTE 328,cliente328@mail.com,  CHICLAYO  ,2023/04/27 18:26:14
329,  cliente 329  ,cliente329@mail.com,  IQUITOS,06/09/2019
330,  Cliente 330  ,cliente330@mail.com,Iquitos,N/A
331,  CLIENTE 331,cliente331@mail.com,Lima  ,01/08/2019
332,CLIENTE 332,cliente332@mail.com,  Lima  ,N/A
333,Cliente 333  ,cliente333@mail.com,  trujillo  ,07-31-2019
334,  CLIENTE 334,cliente334@mail.com,  CUSCO  ,09-28-2024
335,  CLIENTE 335  ,cliente335@mail.com,Tacna  ,2020/12/31 18:04:25
336,cliente 336  ,cliente336@mail.com,  Iquitos  ,06-08-2022
337,Cliente 337,cliente337@mail.com,,N/A
338,  CLIENTE 338,cliente338@mail.com,cusco,N/A
339,  Cliente 339  ,cliente339@mail.com,  Trujillo  ,03/02/2021
340,  Cliente 340  ,cliente340@mail.com,  TRUJILLO  ,2023-12-04
341,  Cliente 341,cliente341@mail.com,  Cusco  ,N/A
342,  CLIENTE 342,cliente341mail.com,  Trujillo,04/05/2019
343,Cliente 343,cliente343@mail.com,CUSCO  ,2024/04/08 08:25:58
344,  CLIENTE 344,cliente344@mail.com,  Arequipa,09-12-2019
345,  Cliente 345  ,cliente345@mail.com,CUSCO,07-26-2022
346,  Cliente 346,cliente346@mail.com,CHICLAYO,N/A
347,Cliente 347  ,cliente347@mail.com,Cusco,12-19-2023
348,Cliente 348,cliente348@mail.com,trujillo,2023/10/23 02:22:27
349,  Cliente 349  ,cliente349@mail.com,Iquitos,2023-06-13
350,Cliente 350  ,cliente350@mail.com,Chiclayo,N/A
351,CLIENTE 351,cliente351@mail.com,trujillo,2021/03/21 04:05:58
352,Cliente 352,cliente352@mail.com,lima  ,26/09/2020
353,  CLIENTE 353  ,cliente353@mail.com,  LIMA,2024-09-11
354,Cliente 354,cliente354@mail.com,Iquitos  ,N/A
355,Cliente 355  ,cliente355@mail.com,iquitos,01-11-2021
356,Cliente 356,cliente356@mail.com,  CHICLAYO,N/A
357,Cliente 357,cliente357@mail.com,  Arequipa,14/05/2022
358,Cliente 358  ,cliente358@mail.com,IQUITOS,02-11-2020
359,  CLIENTE 359,cliente359@mail.com,lima  ,2024-09-17
360,  Cliente 360  ,cliente360@mail.com,  Cusco  ,N/A
361,  CLIENTE 361  ,cliente361@mail.com,  TRUJILLO  ,2021/07/21 01:24:12
362,Cliente 362  ,cliente362@mail.com,Lima,21/11/2022
363,  Cliente 363,cliente363@mail.com,  lima  ,N/A
364,  CLIENTE 364,cliente364@mail.com,arequipa  ,2019/08/14 09:12:24
365,cliente 365  ,cliente365@mail.com,Chiclayo,N/A
366,  Cliente 366  ,cliente366@mail.com,  chiclayo  ,24/11/2022
367,Cliente 367  ,cliente367@mail.com,TACNA  ,N/A
368,  Cliente 368,cliente368@mail.com,  arequipa,10-16-2023
369,Cliente 369  ,cliente369@mail.com,cusco,11-07-2019
370,  CLIENTE 370,cliente370@mail.com,  CHICLAYO  ,2019/08/16 14:42:54
371,  cliente 371,cliente371@mail.com,  Trujillo  ,07-29-2023
372,Cliente 372  ,cliente372@mail.com,IQUITOS,2020-10-24
373,CLIENTE 373  ,cliente373@mail.com,arequipa  ,2023-04-21
374,Cliente 374,   TEST@MAIL.COM  ,Iquitos  ,N/A
375,Cliente 375,cliente375@mail.com,  Lima  ,2020-02-16
376,cliente 376,cliente376@mail.com,  TRUJILLO,2021-12-20
377,CLIENTE 377,cliente377@mail.com,Trujillo  ,02/08/2019
378,Cliente 378,cliente378@mail.com,  LIMA,28/01/2021
379,Cliente 379,cliente379@mail.com,Arequipa  ,2022-02-22
380,  CLIENTE 380,cliente380@mail.com,LIMA,04/06/2021
381,  CLIENTE 381  ,cliente381@mail.com,Iquitos,2020-05-05
382,CLIENTE 382,cliente382@mail.com,tacna  ,2022/09/23 09:24:34
383,  cliente 383,cliente383@mail.com,Trujillo,15/08/2023
384,Cliente 384,cliente384@mail.com,  piura,2024-12-25
385,cliente 385,cliente385@mail.com,  piura  ,2021-07-28
386,cliente 386  ,cliente386@mail.com,iquitos,N/A
387,CLIENTE 387,cliente387@mail.com,  Cusco  ,2024/07/24 20:00:30
388,  CLIENTE 388,cliente388@mail.com,chiclayo,2023/07/02 08:40:36
389,,cliente389@mail.com,lima,N/A
390,cliente 390,cliente390@mail.com,  Lima,N/A
391,Cliente 391,cliente391@mail.com,Cusco  ,N/A
392,Cliente 392,cliente392@mail.com,  Cusco  ,07-19-2021
393,Cliente 393,cliente393@mail.com,  Iquitos  ,2024-08-23
394,cliente 394  ,cliente394@mail.com,iquitos,11-18-2019
395,CLIENTE 395,cliente395@mail.com,CUSCO,22/02/2020
396,  Cliente 396,cliente396@mail.com,  trujillo  ,N/A
397,cliente 397  ,cliente397@mail.com,iquitos  ,2019-12-25
398,Cliente 398,cliente398@mail.com,tacna  ,2019-11-29
399,  cliente 399  ,cliente399@mail.com,  Iquitos  ,15/09/2023
400,Cliente 400,cliente400@mail.com,Lima,2020/04/27 23:02:10
401,cliente 401  ,cliente401@mail.com,Iquitos,2021-04-26
402,  CLIENTE 402  ,cliente402@mail.com,Trujillo,2021/05/25 09:16:13
403,  Cliente 403  ,cliente403@mail.com,  CUSCO,2024-02-23
